                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                 #####################################                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                       ###########               #...................................#                                                                                                                                                                       
                                                                       #.........#               #...................................#                                                                                                                                                                       
                                                                       #.........#               #...................................#                                                                                                                                                                       
                                                                       #.........#               #...................................#                                                                                                                                                                       
                                                                       #.........#               #...................................#                                                                                                                                                                       
                                                                       #.........#               #...................................#                                                                                                                                                                       
                                                                       #.........#               #...................................#                                                                                                                                                                       
                                                                       #.........#               #...................................#                                                                                                                                                                       
                                                                       #.........#               #...................................#                                                                                                                                                                       
                                                                       #.........#               #...................................#                                                                                                                                                                       
                                                                       #.........#               #...................................#                                                                                                                                                                       
                                      ###################-=============-.........#               #...................................#                                                                                                                                                                       
                                      #.......................#        #.........#               #...................................#                                                                                                                                                                       
                                      #.......................#        #.........#               #...................................#                                                                                                                                                                       
                                      #.......................#        #.........#               #...................................#                                                                                                                                                                       
                                      #.......................#        #.........#               #...................................#                                                                                                                                                                       
                                      #.......................#        #.........#               ##################+##################                                                                                                                                                                       
                                      #.......................#        #.........#                                 =                                                                                                                                                                                         
                                      #.......................#        #.........# ###################             =                                                                                                                                                                                         
                                      #.......................#        #.........# #.................#             =                                                                                                                                                                                         
                                      #.......................#        #.........# #.................#             =                                                                                                                                                                                         
                                      #.......................#        #.........# #.................#             =                                                                                                                                                                                         
                                      #.......................#        ########### #.................#             =                                                                                                                                                                                         
                                      #.......................#                    #.................#             =##########################                                                                                                                                                               
                                      #.......................#                    #.................#             =.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             =.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             =.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             =.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             =.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             =.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             +.........................#                                                                                                                                                               
                                      #.......................#                    #.................-=============-.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             #.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             #.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             #.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             #.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             #.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             #.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             #.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             #.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             #.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             #.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             #.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             #.........................#                                                                                                                                                               
                                      #.......................#                    ###################             #.........................#                                                                                                                                                               
                                      ############+############                                                    #.........................#                                                                                                                                                               
                                                  =                                                                #.........................#                                                                                                                                                               
                                                  =                                                                #.........................#                                                                                                                                                               
                                                  =                                                                #.........................#                                                                                                                                                               
                        ##########################=                                                                #.........................#                                                                                                                                                               
                        #.........................=                                                                #.........................#                                                                                                                                                               
                        #.........................=                                                                #.........................#                                                                                                                                                               
                        #.........................=             ###############################################    #.........................#                                                                                                                                                               
                        #.........................=             #.............................................#    #.........................#                                                                                                                                                               
                        #.........................=             #.............................................#    #############+#############                                                                                                                                                               
                        #.........................=             #.............................................#                 =                                                                                                                                                                            
                        #.........................=             #.............................................#                 =                                                                                                                                                                            
                        #.........................=             #.............................................#                 =                                                                                                                                                                            
                        #.........................=             #.............................................#                 =                                                                                                                                                                            
                        #.........................+             #.............................................#                 =                                                                                                                                                                            
                        #.........................#             #.............................................#                 =                                                                                                                                                                            
                        #.........................#             #.............................................#                 =                                                                                                                                                                            
                        #.........................#             #.............................................#                 =                                                                                                                                                                            
                        #.........................#             #.............................................#                 =                                                                                                                                                                            
                        #.........................#             #.............................................#                 =                                                                                                                                                                            
                        #.........................#             #.............................................#                 =                                                                                                                                                                            
                        #.........................#             #.............................................#                 =                                                                                                                                                                            
                        #.........................#             #.............................................#                 =                                                                                                                                                                            
                        #.........................#             #.............................................#             ####+########                                                                                                                                                                    
                        #.........................-=============-.............................................#             #...........#                                                                                                                                                                    
                        #.........................#             #.............................................#             #...........#                                                                                                                                                                    
                        #.........................#             #.............................................#             #...........#                                                                                                                                                                    
###########             #.........................#             #.............................................#             #...........#                                                                                                                                                                    
..........#             #.........................#             #.............................................#             #...........#                                                                                                                                                                    
..........#             #.........................#             #.............................................-=============-...........#                                                                                                                                                                    
..........#             #.........................#             #.............................................#             #...........#                                                                                                                                                                    
..........#             #.........................#             #.............................................#             #...........#                                                                                                                                                                    
..........#             #.........................#             #.............................................#             #...........#                                                                                                                                                                    
..........-=============-.........................#             #.............................................#             #...........#                                                                                                                                                                    
..........#             #.........................#             #.............................................#             #...........#                                                                                                                                                                    
..........#             #.........................#             #.............................................#             #############                                                                                                                                                                    
..........#             #.........................#             #.............................................#                                                                                                                                                                                              
..........#             #.........................#             #.............................................#                                                                                                                                                                                              
..........#             #.........................#             #.............................................#                                                                                                                                                                                              
###########             #.........................#             #.............................................#                                                                                                                                                                                              
                        #.........................#             #.............................................#                                                                                                                                                                                              
                        #.........................#             #.............................................#                                                                                                                                                                                              
                        #.........................#             #.............................................#                                                                                                                                                                                              
                        #.........................#             #.............................................#                                                                                                                                                                                              
                        ###########################             #.............................................#                                                                                                                                                                                              
                                                                #.............................................#                                                                                                                                                                                              
                                                                #.............................................#                                                                                                                                                                                              
                                                                #.............................................#                                                                                                                                                                                              
                                                                #.............................................#                                                                                                                                                                                              
                                                                #.............................................#                                                                                                                                                                                              
                                                                #.............................................#                                                                                                                                                                                              
                                                                ###############################################                                                                                                                                                                                              
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
